r2_score_train_1,r2_score_test_1,r2_score_train_0,r2_score_test_0,r2_score_train_2,r2_score_test_2
,,0.7157874396035409,0.4489521057445871,,
,,,,0.6124485904078174,0.1649721903335909
0.504117201061042,0.4052809923220645,,,,
,,0.6963163102511839,0.48342660502245993,,
,,,,0.5889626835686206,0.4264133857473106
0.5543814305009147,-0.01286948951491218,,,,
,,0.7247366271018094,0.41045200911328505,,
,,,,0.6414023332293906,0.19891813532830793
0.543043407560136,0.26169401327143904,,,,
,,0.7031676669978346,0.41377131363003405,,
,,,,0.6098149242799071,0.18925630479158706
0.540572044947391,0.24525625768308168,,,,
,,0.6850685085209454,0.49284980704527637,,
,,,,0.5829418908938446,0.45062956119357855
0.5149650662461669,0.3725885281414253,,,,
,,0.6905702895673369,0.5282836852545618,,
,,,,0.6117522605529484,0.27062078309872273
0.5843251582159238,0.2011001505893627,,,,
,,0.6992538061290603,0.49603907098626476,,
,,,,0.5662025220681597,0.5236689829532797
0.5282148139929423,0.43026079924777794,,,,
,,0.6788856050392129,0.5932015551906908,,
,,,,0.5952292590431197,0.4079145621361566
0.515170290185148,0.44533887122917226,,,,
,,0.687882526665691,0.530178017971097,,
,,,,0.6559138610764996,0.2411319274938405
0.5714018899553464,0.24674798056317204,,,,
,,0.723539035202601,0.41146358776305625,,
,,,,0.6326389813741189,0.20764619004206453
0.5294671847261874,0.313960996650149,,,,
,,0.724284053602567,0.404851556593975,,
,,,,0.5956216375161159,0.37412937512142164
0.5492200799984508,0.20674567632026153,,,,
,,0.7117474190433619,0.4854276176603932,,
,,,,0.6654393636233666,-0.04439672478728718
0.5142620615026783,0.39867982129638124,,,,
,,0.7203354443365247,0.23431200013430364,,
,,,,0.5749394164756662,0.39921026704608364
0.5238492244038708,0.4022477806741339,,,,
,,0.7066585944129491,0.48341267243967123,,
,,,,0.6128684349175935,0.3787982048056706
0.5170832065685984,0.3865274362328901,,,,
,,0.6649252244347712,0.6338893234467649,,
,,,,0.5992537462480678,0.35482569548034004
0.5663864676561312,0.2305522651738402,,,,
,,0.7031172706970521,0.5184601524774766,,
,,,,0.6116788822337194,0.3520020526539287
0.5217832903812634,0.4284596571774447,,,,
,,0.7196676993769946,0.41496652162398107,,
,,,,0.5823744907665525,0.3800002845159115
0.5232350189781472,0.38908014666784163,,,,
,,0.6973687728519019,0.5314070537619263,,
,,,,0.627668862998232,0.09933951557440879
0.5623351351574621,0.19907571925961254,,,,
,,0.6718902289339398,0.6443570481124874,,
,,,,0.6367172016344136,0.23195263691198187
0.5493477756381842,0.2962676054264114,,,,
,,0.7211511400061488,0.2843210846672448,,
,,,,0.6175381072933671,0.27044565433705303
0.5394475159372998,0.28388050303977197,,,,
,,0.7044283916046097,0.3721540080947259,,
,,,,0.6496559832513431,0.0862233252077309
0.520476125784981,0.3796550557147984,,,,
,,0.6940103586227573,0.5920883433573609,,
,,,,0.6727064124045445,-0.4718765761802819
0.5134216564540546,0.3624913466532822,,,,
,,0.6857688621995144,0.565085026904743,,
,,,,0.6446060861328177,0.14750046164026076
0.5453311682057567,0.2354992300718598,,,,
,,0.6904486229656773,0.5173624794937361,,
,,,,0.6228209305873151,0.24708548765389293
0.5519757282179427,0.1308292325451248,,,,
,,0.7310596943961916,0.32622345225654314,,
,,,,0.6129414225103755,0.30444214811032255
0.5326857207485731,0.045619724286837915,,,,
,,0.6716748902582261,0.6503984313578366,,
,,,,0.5756174502332831,0.48354018942343735
