r2_score_train_P1,r2_score_test_P1,r2_score_train_P2,r2_score_test_P2,r2_score_train_P3,r2_score_test_P3,r2_score_train_P4,r2_score_test_P4,r2_score_train_P5,r2_score_test_P5,r2_score_train_P6,r2_score_test_P6,r2_score_train_P7,r2_score_test_P7,r2_score_train_P8,r2_score_test_P8,r2_score_train_P9,r2_score_test_P9
,,,,0.6726872760394024,0.4141438455094424,,,,,,,,,,,,
,,,,,,0.8860173516756273,0.06403259671479067,,,,,,,,,,
,,,,,,,,0.872980993108665,0.6089376525343471,,,,,,,,
,,,,,,,,,,0.6798739896714197,-0.07749387034751187,,,,,,
,,,,,,,,,,,,0.6039402266950592,0.24701529810264145,,,,
,,,,,,,,,,,,,,0.8379907747311363,-0.23695151439569506,,
,,,,,,,,,,,,,,,,0.8047164656083479,0.6481064571900852
0.6488128786911092,0.3118500219592889,,,,,,,,,,,,,,,,
,,0.8226929044205609,0.43334221655437455,,,,,,,,,,,,,,
,,,,0.6858142561907088,0.38664375268743223,,,,,,,,,,,,
,,,,,,0.8955206104592026,0.16946725886364744,,,,,,,,,,
,,,,,,,,0.9029840388023848,0.4119154774749323,,,,,,,,
,,,,,,,,,,0.615907396215817,0.06706715267364538,,,,,,
,,,,,,,,,,,,0.5818692146435149,0.4266022330666164,,,,
,,,,,,,,,,,,,,0.8435380181720462,0.21075749976253233,,
,,,,,,,,,,,,,,,,0.8342745688525826,0.4068314089209628
0.6500547675170263,0.31720581610909726,,,,,,,,,,,,,,,,
,,0.8113846131798979,0.2420099533039871,,,,,,,,,,,,,,
,,,,0.6541421730608312,0.5482224174953064,,,,,,,,,,,,
,,,,,,0.88310110708477,0.5676659264421764,,,,,,,,,,
,,,,,,,,0.8773708102132893,0.45183423341664175,,,,,,,,
,,,,,,,,,,0.6200016818865277,-0.24613622060571227,,,,,,
,,,,,,,,,,,,0.5647903979537597,0.4696309710778852,,,,
,,,,,,,,,,,,,,0.810959036879129,0.534354083050915,,
,,,,,,,,,,,,,,,,0.8374849367220057,0.29374006452068857
0.6658039735077045,0.1129578928806223,,,,,,,,,,,,,,,,
,,0.8132413952240731,0.5922982487512387,,,,,,,,,,,,,,
,,,,0.688920064696041,0.3378296627478131,,,,,,,,,,,,
,,,,,,0.8721015707353756,0.6792124666355974,,,,,,,,,,
,,,,,,,,0.8870612334787192,0.6319845455177628,,,,,,,,
,,,,,,,,,,0.6209041982091065,-0.25500334062650687,,,,,,
,,,,,,,,,,,,0.6199405588558702,0.2838805951282537,,,,
,,,,,,,,,,,,,,0.8322132222719356,0.2575127907794452,,
,,,,,,,,,,,,,,,,0.7986536853149717,0.08829429376588438
0.645805157861393,0.2602141758801645,,,,,,,,,,,,,,,,
,,0.7925689030677605,0.600931008545313,,,,,,,,,,,,,,
,,,,0.691513963922097,0.20844307140519003,,,,,,,,,,,,
,,,,,,0.8768079055608025,0.4576995676257559,,,,,,,,,,
,,,,,,,,0.901487838552242,0.3911762463033166,,,,,,,,
,,,,,,,,,,0.5958191910003381,0.24909442737865972,,,,,,
,,,,,,,,,,,,0.5857343000820472,0.3813427212738827,,,,
,,,,,,,,,,,,,,0.8426196099899425,0.1340350352398194,,
,,,,,,,,,,,,,,,,0.7692167669010954,0.646644852372875
0.6402637077856723,0.2610925307664651,,,,,,,,,,,,,,,,
,,0.7999287878015728,0.5481808207722061,,,,,,,,,,,,,,
,,,,0.7133970558834197,0.12423067400087773,,,,,,,,,,,,
,,,,,,0.8995008338680416,0.5163928670911666,,,,,,,,,,
,,,,,,,,0.8860199579201822,0.06093365770854098,,,,,,,,
,,,,,,,,,,0.5954368110428514,0.3737082691387884,,,,,,
,,,,,,,,,,,,0.589977987347732,0.3633049617419567,,,,
,,,,,,,,,,,,,,0.8616626267299541,0.3486607487628671,,
,,,,,,,,,,,,,,,,0.8295477600704706,0.37044217548047154
0.6618272922608641,0.21147075562140139,,,,,,,,,,,,,,,,
,,0.8034893451134464,0.5696574254178963,,,,,,,,,,,,,,
,,,,0.7173530622018982,0.16046249863822515,,,,,,,,,,,,
,,,,,,0.9001336650300531,0.004747785951763728,,,,,,,,,,
,,,,,,,,0.8926739857238319,0.5023192058839925,,,,,,,,
,,,,,,,,,,0.6167215143520601,0.12908252451101132,,,,,,
,,,,,,,,,,,,0.6246237845989073,0.17040876348477085,,,,
,,,,,,,,,,,,,,0.8241655468820344,0.3802919311878168,,
,,,,,,,,,,,,,,,,0.8225930287010639,0.4914232329730005
0.6478877995198754,0.2947473316491048,,,,,,,,,,,,,,,,
,,0.8587156461853156,0.25200366040122,,,,,,,,,,,,,,
,,,,0.7414566734210954,0.058549915105860495,,,,,,,,,,,,
,,,,,,0.900102468663879,0.13492269971097615,,,,,,,,,,
,,,,,,,,0.8947907832280393,0.3213606121720154,,,,,,,,
,,,,,,,,,,0.5993587072401856,0.1450530084429149,,,,,,
,,,,,,,,,,,,0.6021575075660103,0.3282160387317158,,,,
,,,,,,,,,,,,,,0.853949741129971,0.21583661123575404,,
,,,,,,,,,,,,,,,,0.8080528518316521,0.5583387223111648
0.6496358206973296,0.04861985370387778,,,,,,,,,,,,,,,,
,,0.8026077398416748,0.41755107331655594,,,,,,,,,,,,,,
,,,,0.7260344007974846,-0.04183972616638565,,,,,,,,,,,,
,,,,,,0.9110045954193695,0.14251758762192435,,,,,,,,,,
,,,,,,,,0.8933696959389347,0.4918888552749755,,,,,,,,
,,,,,,,,,,0.611472806384437,-0.3831049199620873,,,,,,
,,,,,,,,,,,,0.5947701689344131,0.4201496958262273,,,,
,,,,,,,,,,,,,,0.8577666620345428,0.17476179659833158,,
,,,,,,,,,,,,,,,,0.8271142204273225,0.3717965115671972
0.6476126673120506,0.1304816869830897,,,,,,,,,,,,,,,,
,,0.8377199685932218,0.1871468220939203,,,,,,,,,,,,,,
,,,,0.6960379597431723,-0.006506692964282301,,,,,,,,,,,,
,,,,,,0.8774121132755041,0.5967953179466727,,,,,,,,,,
,,,,,,,,0.9017626604248764,0.036514826010054624,,,,,,,,
,,,,,,,,,,0.6476036840842527,-1.2530812318777178,,,,,,
,,,,,,,,,,,,0.6721277714090251,-0.09168106885902882,,,,
,,,,,,,,,,,,,,0.846323661985355,-0.1083474155366031,,
,,,,,,,,,,,,,,,,0.804801121759597,0.7158748742006726
0.635021312605403,0.3155286928750687,,,,,,,,,,,,,,,,
,,0.788586330364881,0.39090266855051026,,,,,,,,,,,,,,
,,,,0.6782068778514709,0.3819534992177983,,,,,,,,,,,,
,,,,,,0.8657099903965603,0.5671278592526967,,,,,,,,,,
,,,,,,,,0.9179445471046206,0.35636467903976154,,,,,,,,
,,,,,,,,,,0.5865474761977405,0.1580443869293836,,,,,,
,,,,,,,,,,,,0.5953983355783918,0.3335952255645839,,,,
,,,,,,,,,,,,,,0.8647290157272325,0.17835224111187875,,
,,,,,,,,,,,,,,,,0.8320127419430432,-0.2251312668312071
0.6343816947272132,0.3335008576203642,,,,,,,,,,,,,,,,
,,0.8687070569819759,0.1454962051129286,,,,,,,,,,,,,,
,,,,0.6969345152630071,0.29559394565778063,,,,,,,,,,,,
,,,,,,0.8751731083798687,0.3559938973645622,,,,,,,,,,
,,,,,,,,0.8685200354912441,0.7491994179303441,,,,,,,,
,,,,,,,,,,0.5930585013396819,0.04877345619370199,,,,,,
,,,,,,,,,,,,0.6059711277119794,0.3212389484324626,,,,
,,,,,,,,,,,,,,0.8525642950333868,0.3259299159586383,,
,,,,,,,,,,,,,,,,0.7704776540943526,0.4660630881437391
0.6265062448820491,0.35392329466507255,,,,,,,,,,,,,,,,
,,0.8239251938037824,0.059617221584614355,,,,,,,,,,,,,,
,,,,0.696324719888844,0.36539235559828487,,,,,,,,,,,,
,,,,,,0.8949830809652621,0.3287911927100152,,,,,,,,,,
,,,,,,,,0.8843407807158197,0.49031034440404264,,,,,,,,
,,,,,,,,,,0.6549260077507068,0.10982634247025713,,,,,,
,,,,,,,,,,,,0.5953729088846287,0.37139989360301984,,,,
,,,,,,,,,,,,,,0.8465053295700435,0.3074888115093012,,
,,,,,,,,,,,,,,,,0.8542523231070315,0.15672660498857538
0.6778392478281733,0.06403609845714298,,,,,,,,,,,,,,,,
,,0.826814240193014,0.010808794977294145,,,,,,,,,,,,,,
,,,,0.6925819861049304,0.359418349828334,,,,,,,,,,,,
,,,,,,0.8830854273503994,0.3370342624230749,,,,,,,,,,
,,,,,,,,0.8843758077631599,0.36880422385750145,,,,,,,,
,,,,,,,,,,0.5619133212343497,0.2581126914403493,,,,,,
,,,,,,,,,,,,0.6073075272880295,0.3410678599178403,,,,
,,,,,,,,,,,,,,0.8174988155720657,0.5101413443517789,,
